category ,sub cat ,prod code,name ,desc ,key features ,package content,size ,area ,height ,material ,weight ,color ,vase included ,customer price ,discount price ,wholeseller price ,wholeseller discount price ,availability ,featured ,promotional page ,promotional date ,productId ,offer valid
Synthetic Turf,,grass mat 2m x 9m,Synthetic Turf 50 mm length 2m x 2m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 9m,50,0,,Synthetic Rubber,0,Other,Yes,69840,34920,17460,0,10,No,No,01-01-1970,746,
Synthetic Turf,,grass mat 2m x 8m,Synthetic Turf 50 mm length 2m x 8m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 8m,50,0,,Synthetic Rubber,0,Other,Yes,61920,30960,15480,0,10,No,No,01-01-1970,745,
Synthetic Turf,,grass mat 2m x 7m,Synthetic Turf 50 mm length 2m x 7m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 7m,50,0,,Synthetic Rubber,0,Other,Yes,54360,27180,13590,0,10,No,No,01-01-1970,744,
Synthetic Turf,,grass mat 2m x 6m,Synthetic Turf 50 mm length 2m x 6m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 6m,50,0,,Synthetic Rubber,0,Other,Yes,46440,23220,11610,0,10,No,No,01-01-1970,743,
Synthetic Turf,,grass mat 2m x 5m,Synthetic Turf 50 mm length 2m x 5m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 5m,50,0,,Synthetic Rubber,0,Other,Yes,38880,19440,9720,0,10,No,No,01-01-1970,742,
Synthetic Turf,,grass mat 2m x 4m,Synthetic Turf 50 mm length 2m x 4m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 4m,50,0,,Synthetic Rubber,0,Other,Yes,30960,15480,7740,0,10,No,No,01-01-1970,741,
Synthetic Turf,,grass mat 2m x 3m,Synthetic Turf 50 mm length 2m x m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 3m,50,0,,Synthetic Rubber,0,Other,Yes,23400,11700,5850,0,10,No,No,01-01-1970,740,
Synthetic Turf,,grass mat 2m x 2m,Synthetic Turf 50 mm length 2m x 2m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 2m,50,0,,Synthetic Rubber,0,Other,Yes,15480,7740,3870,0,10,No,No,01-01-1970,739,
Synthetic Turf,,grass mat 2m x 1m,Synthetic Turf 50 mm length 2m x 1m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 1m,50,0,,Synthetic Rubber,0,Other,Yes,7920,3960,1980,0,10,No,No,01-01-1970,738,
Synthetic Turf,,grass mat 2m x 35m,Synthetic Turf 35 mm length 2m x 35m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 35m,35,0,,Synthetic Rubber,0,Other,Yes,161400,80700,40350,0,10,No,No,01-01-1970,737,
Synthetic Turf,,grass mat 2m x 24m,Synthetic Turf 35 mm length 2m x 24m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 24m,35,0,,Synthetic Rubber,0,Other,Yes,155100,77550,38775,0,10,No,No,01-01-1970,736,
Synthetic Turf,,grass mat 2m x 23m,Synthetic Turf 35 mm length 2m x 23m Green,"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 23m,35,0,,Synthetic Rubber,0,Other,Yes,148500,74250,37125,0,10,No,No,01-01-1970,735,
