category ,sub cat ,prod code,name ,desc ,key features ,package content,size ,area ,height ,material ,weight ,color ,vase included ,customer price ,discount price ,wholeseller price ,wholeseller discount price ,availability ,featured ,promotional page ,promotional date ,productId ,offer valid
Artificial Plants and Trees,,AP 176 CM CORDYLINEX3/RED/13650,176 cm tall decorative artificialCordyline plant without pot red,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; Trunk: Polyurethane; variegated leaves,Package contents: 1 artificial plant without the pot,0,0,176,Plant: Polyester; Trunk: Polyurethane; variegated leaves,0,Multicolor,Yes,14000,6999,3650,0,5,No,No,01-01-1970,794,LAUNCH15
Artificial Plants and Trees,,AP 174 CM OLEANDRO 1420 LVS/13525,174 cm tall decorative artificial Oleandro plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; Trunk: Polyurethane; non- variegated leaves,Package contents: 1 artificial plant without the pot,0,0,174,Plant: Polyester; Trunk: Polyurethane; non- variegated leaves,0,Other,Yes,14000,6999,3525,0,5,No,No,01-01-1970,793,LAUNCH15
Artificial Plants and Trees,,AP 150 CM SCHEFFLERA 760 LVS/11275,150 cm tall decorative artificial Scheflera plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; variegated leaves,0,Multicolor,Yes,5000,2999,1275,0,5,No,No,01-01-1970,792,LAUNCH15
Artificial Plants and Trees,,AP 150 CM RED FICUS 1692 LVS/11650,150 cm tall decorative artificial Red Ficus plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; variegated leaves,0,Multicolor,Yes,5000,2999,1650,0,5,No,No,01-01-1970,791,LAUNCH15
Artificial Plants and Trees,,AP 150 CM QUERCUS 724 LVS/11275,150 cm tall decorative artificial Quercus plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; non- variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; non- variegated leaves,0,Green,Yes,5000,2999,1275,0,5,No,No,01-01-1970,790,LAUNCH15
Artificial Plants and Trees,,AP 150 CM POTHOS 1692 LVS/11650,150 cm tall decorative artificial Pothos plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; variegated leaves,0,Multicolor,Yes,5000,2999,1650,0,5,No,No,01-01-1970,789,LAUNCH15
Artificial Plants and Trees,,AP 150 CM PEAR 1692 LVS/11650,150 cm tall decorative artificial Pear plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; non- variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; non- variegated leaves,0,Green,Yes,5000,2999,1650,0,5,No,No,01-01-1970,788,LAUNCH15
Artificial Plants and Trees,,AP 150 CM JAPANESE MAPLE 398 LVS/11275,150 cm tall decorative artificial Japanese Maple plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; non- variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; non- variegated leaves,0,Orange,Yes,5000,2999,1275,0,5,No,No,01-01-1970,787,LAUNCH15
Artificial Plants and Trees,,AP 150 CM FICUS 760 LVS/11275,150 cm tall decorative artificial Ficus plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; non- variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; non- variegated leaves,0,Other,Yes,5000,2999,1275,0,5,No,No,01-01-1970,786,LAUNCH15
Artificial Plants and Trees,,AP 150 CM DRACEANA RED/11275,150 cm tall decorative artificial Dracaena plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; variegated leaves,0,Multicolor,Yes,5000,2999,1275,0,5,No,No,01-01-1970,785,LAUNCH15
Artificial Plants and Trees,,AP 150 CM CROTON G/Y 760 LVS/11275,150 cm tall decorative artificial Croton plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; variegated leaves,0,Multicolor,Yes,5000,2999,1275,0,5,No,No,01-01-1970,784,LAUNCH15
Artificial Plants and Trees,,AP 150 CM CALATHEA 724 LVS/11275,150 cm tall decorative artificial Calathea plant without pot,Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material- Plant: Polyester; variegated leaves,Package contents: 1 artificial plant without the pot,0,0,150,Plant: Polyester; variegated leaves,0,Multicolor,Yes,5000,2999,1275,0,5,No,No,01-01-1970,783,LAUNCH15
Artificial Potted Plants,,ABT 53 CM ROYSTONEA 22 LVS/1985,53 cm tall decorative artificial Roystonea plant in a chic ceramic pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Trunk Material- Polyurethane, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,7,"Plant: Polyester, Trunk Polyurethane, Pot: Ceramic, Finish: Glossy",0,Green,Yes,4000,1999,985,0,5,No,No,01-01-1970,782,LAUNCH15
Artificial Potted Plants,,ABT 39 CM JAPNEESE MAPLE-233LVS ORANGE/1635,29 cm tall decorative artificial Japanese Maple plant in a chic ceramic pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Trunk Material- Polyurethane, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,10,"Plant: Polyester, Trunk Polyurethane, Pot: Ceramic, Finish: Glossy",0,Orange,Yes,3000,1499,635,0,5,No,No,01-01-1970,781,LAUNCH15
Artificial Potted Plants,,ABT 38 CM CROTON 33LVS/1675,38 cm tall decorative artificial Croton plant in a chic glass pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Trunk Material- Polyurethane, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,10,"Plant: Polyester, Trunk Polyurethane, Pot: Ceramic, Finish: Glossy",0,Other,Yes,2800,1399,675,0,5,No,No,01-01-1970,780,LAUNCH15
Artificial Potted Plants,,ABT 30 CM BAMBOO 103 LVS/1325,30 cm tall decorative artificial Bamboo plant in a chic ceramic pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,7,"Plant: Polyester, Pot: Ceramic, Finish: Glossy",0,Green,Yes,1000,650,325,0,5,No,No,01-01-1970,779,LAUNCH15
Artificial Potted Plants,,ABT 29 CM CODIACUM G/Y 45 LVS/1435,29 cm tall decorative artificial Croton plant in a chic ceramic pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Trunk Material- Polyurethane, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,8,"Plant: Polyester, Trunk Polyurethane, Pot: Ceramic, Finish: Glossy",0,Other,Yes,2000,750,435,0,5,No,No,01-01-1970,778,LAUNCH15
Artificial Potted Plants,,ABT 29 CM NOLINA G/W/1475,29 cm tall decorative artificial Nolina plant in a chic ceramic pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Trunk Material- Polyurethane, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,8,"Plant: Polyester, Trunk Polyurethane, Pot: Ceramic, Finish: Glossy",0,Other,Yes,2000,999,475,0,5,No,No,01-01-1970,777,LAUNCH15
Artificial Potted Plants,,ABT 25 CM WISTERIA 77 LVS/1375,25 cm tall decorative artificial Westeria plant in a chic ceramic pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,7,"Plant: Polyester, Pot: Ceramic, Finish: Glossy",0,Purple,Yes,1250,750,375,0,5,No,No,01-01-1970,776,LAUNCH15
Artificial Potted Plants,,ABT 24 CM DRACAENA RED 25LVS/1290,24 cm tall decorative artificial Dracaena plant in a chic ceramic pot(Red),Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,7.5,"Plant: Polyester, Pot: Ceramic, Finish: Glossy",0,Red,Yes,1000,599,290,0,5,No,No,01-01-1970,775,LAUNCH15
Artificial Potted Plants,,ABT 24 CM DRACAENA YELLOW 25LVS/1290,24 cm tall decorative artificial Dracaena plant in a chic ceramic pot(YELLOW),Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,7.5,"Plant: Polyester, Pot: Ceramic, Finish: Glossy",0,Other,Yes,1000,599,290,0,5,No,No,01-01-1970,774,LAUNCH15
Artificial Potted Plants,,ABT 24 CM DRACAENA GREEN 25LVS/1290,24 cm tall decorative artificial Dracaena plant in a chic ceramic pot(green),Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,7.5,"Plant: Polyester, Pot: Ceramic, Finish: Glossy",0,Green,Yes,1000,599,290,0,5,No,No,01-01-1970,773,LAUNCH15
Artificial Potted Plants,,ABT 22 CM DRACAENA 25 LVS/1225,22 cm tall decorative artificial Dracaena plant in a chic ceramic pot,Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,"Material- Plant: Polyester, Pot: Ceramic, Finish: Glossy",Package contents: 1 artificial bonsai plant in a pot,0,0,7,"Plant: Polyester, Pot: Ceramic, Finish: Glossy",0,Green,Yes,750,449,225,0,5,No,No,01-01-1970,772,LAUNCH15
Artificial Potted Plants,,ABT R223-1250-PINK,"Miniature Tabletop Artificial Topiary Plant in a melamine vase (Pink, 23 cm tall)",Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material: Vase- Melamine ; Flowers-Synthetic,1-Piece Artificial plant with pot,0,0,23,Material: Vase- Melamine ; Flowers-Synthetic,0,Other,Yes,1000,499,250,0,5,No,No,01-01-1970,771,LAUNCH15
Artificial Potted Plants,,ABT R223-1250-LTPURPLE,"Miniature Tabletop Artificial Topiary Plant in a melamine vase (Light Purple, 23 cm tall)",Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material: Vase- Melamine ; Flowers-Synthetic,1-Piece Artificial plant with pot,0,0,23,Material: Vase- Melamine ; Flowers-Synthetic,0,Purple,Yes,1000,499,250,0,5,No,No,01-01-1970,770,LAUNCH15
Artificial Potted Plants,,ABT R223-1250-YELLOW,"Miniature Tabletop Artificial Topiary Plant in a melamine vase (Yellow, 23 cm tall)",Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material: Vase- Melamine ; Flowers-Synthetic,1-Piece Artificial plant with pot,0,0,23,Material: Vase- Melamine ; Flowers-Synthetic,0,Yellow,Yes,1000,499,250,0,5,No,No,01-01-1970,769,LAUNCH15
Artificial Potted Plants,,ABT R223-1250-BLUE,"Miniature Tabletop Artificial Topiary Plant in a melamine vase (Green/Blue, 23 cm tall)",Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material: Vase- Melamine ; Flowers-Synthetic,1-Piece Artificial plant with pot,0,0,23,Material: Vase- Melamine ; Flowers-Synthetic,0,Blue,Yes,1000,499,250,0,5,No,No,01-01-1970,768,LAUNCH15
Artificial Potted Plants,,ABT R222-1250-YELLOW,"Miniature Artificial Drooping Tree in a Melamine Vase (Green/Yellow, 25 cm tall, 17 cm wide)",Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material: Vase- Melamine ; Flowers-Synthetic,1-Piece Artificial plant with pot,0,0,25,Material: Vase- Melamine ; Flowers-Synthetic,0,Other,Yes,1250,499,250,0,5,No,No,01-01-1970,767,LAUNCH15
Artificial Potted Plants,,ABT R222-1250-PURPLE,"Miniature Artificial Drooping Tree in a Melamine Vase (Green/Purple, 25 cm tall, 17 cm wide)",Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material: Vase- Melamine ; Flowers-Synthetic,1-Piece Artificial plant with pot,0,0,25,Material: Vase- Melamine ; Flowers-Synthetic,0,Purple,Yes,1250,499,250,0,5,No,No,01-01-1970,766,LAUNCH15
Artificial Potted Plants,,ABT R222-1250-BLUE,"Miniature Artificial Drooping Tree in a Melamine Vase (Green/Blue, 25 cm tall, 17 cm wide)",Elegant and affordable product for your reception or office desk. Made using the finest materials and the most advanced manufacturing techniques to ensure botanical accuracy,Material: Vase- Melamine ; Flowers-Synthetic,1-Piece Artificial plant with pot,0,0,25,Material: Vase- Melamine ; Flowers-Synthetic,0,Other,Yes,1250,499,250,0,5,No,No,01-01-1970,765,LAUNCH15
Artificial Flowers,,grass mat 2m x 50m,Synthetic Turf 50 mm length 2m x 50m Green,anil**ramesh**ajit**saurabh:**dg:dsgds:,anil**ramesh**ajit**saurabh:dsag**gdgd: kbhjg,2m x 50m,0,0,,Synthetic Rubber,0,Other,Yes,193680,96840,48420,0,10,No,No,01-01-1970,762,"LAUNCH15,CAR,Bumber offer"
Synthetic Turf,,grass mat 2m x 24m(45),Synthetic Turf 50 mm length 2m x 24m Green (45),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 24m,50,0,,Synthetic Rubber,0,Other,Yes,186120,93060,46530,0,10,No,No,01-01-1970,761,"Bumber offer,LAUNCH15"
Synthetic Turf,,grass mat 2m x 23m(42),Synthetic Turf 50 mm length 2m x 23m Green (42),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 23m,50,0,,Synthetic Rubber,0,Other,Yes,178200,89100,44550,0,10,No,No,01-01-1970,760,"Festival offer,LAUNCH15"
Synthetic Turf,,grass mat 2m x 22m(39),Synthetic Turf 50 mm length 2m x 22m Green (39),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 22m,50,0,,Synthetic Rubber,0,Other,Yes,170640,85320,42660,0,10,No,No,01-01-1970,759,LAUNCH15
Synthetic Turf,,grass mat 2m x 21m(32),Synthetic Turf 50 mm length 2m x 21m Green (32),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 21m,50,0,,Synthetic Rubber,0,Other,Yes,162720,81360,40680,0,10,No,No,01-01-1970,758,LAUNCH15
Synthetic Turf,,grass mat 2m x 20m(35),Synthetic Turf 50 mm length 2m x 20m Green (35),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 20m,50,0,,Synthetic Rubber,0,Other,Yes,155160,77580,38790,0,10,No,No,01-01-1970,757,LAUNCH15
Synthetic Turf,,grass mat 2m x 19m(28),Synthetic Turf 50 mm length 2m x 19m Green (28),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 19m,50,0,,Synthetic Rubber,0,Other,Yes,147240,73620,36810,0,10,No,No,01-01-1970,756,LAUNCH15
Synthetic Turf,,grass mat 2m x 18m(25),Synthetic Turf 50 mm length 2m x 18m Green (23),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 18m,50,0,,Synthetic Rubber,0,Other,Yes,139680,69840,34920,0,10,No,No,01-01-1970,755,"CAR,LAUNCH15"
Synthetic Turf,,grass mat 2m x 17m (22),Synthetic Turf 50 mm length 2m x 17m Green (22),"Artificial grass - 12014, Pile height - 25 mm Ymn - 12000 Dtex monofil Pe+curly pp Gauge - 3/8"" Stitch - 180 s/m Backing - pp + fleece Secondary backing - sbr latex Color - 4 green (41) 2 mtr x 25 mtr Uv protected Drainage holes When it comes to artificial grass, for landscaping as well as sports use, fourwalls' grass is one of the leading products in the industry. Our entire range of grass is of the highest quality and can be used at residential as well as commercial establishments. The product is sourced from one of the leading preparers in china. The with pro-grass you can enjoy the look and feel of a perfectly manicured grass all year round without any hassles.",Gravolite Artificial Grass Mat- The mat is extremely durable and easy to clean. Storing it is equally as simple - just roll it up and secure it Made of High Quality Synthetic Rubber with Natural texture Artificial Grass Mat - guaranteed to provide comfort while garnering looks of awe and curiosity. Made in India- 100% Genuine product,2m x 17m,50,0,,Synthetic Rubber,0,Other,Yes,131760,65880,32940,0,10,No,No,01-01-1970,754,"Bumber offer,LAUNCH15"
